name@price@price_after_sell
StatTrak™ USP-S | Guardian (Field-Tested)@4.36@4.2728
StatTrak™ USP-S | Lead Conduit (Battle-Scarred)@1.15@1.127
StatTrak™ USP-S | Lead Conduit (Field-Tested)@1.61@1.5778
StatTrak™ USP-S | Lead Conduit (Minimal Wear)@1.88@1.8423999999999998
StatTrak™ USP-S | Serum (Factory New)@111.33@109.1034
StatTrak™ USP-S | Stainless (Minimal Wear)@30.99@30.370199999999997
StatTrak™ USP-S | Torque (Factory New)@11.00@10.78
StatTrak™ USP-S | Torque (Field-Tested)@1.89@1.8521999999999998
StatTrak™ XM1014 | Quicksilver (Battle-Scarred)@0.79@0.7742
StatTrak™ XM1014 | Quicksilver (Minimal Wear)@0.85@0.833
StatTrak™ XM1014 | Red Python (Field-Tested)@1.27@1.2446
StatTrak™ XM1014 | Scumbria (Factory New)@5.00@4.9
StatTrak™ XM1014 | Slipstream (Battle-Scarred)@0.40@0.392
StatTrak™ XM1014 | Slipstream (Factory New)@0.71@0.6958
StatTrak™ XM1014 | Slipstream (Field-Tested)@0.42@0.41159999999999997
StatTrak™ XM1014 | Teclu Burner (Field-Tested)@3.00@2.94
StatTrak™ XM1014 | Tranquility (Factory New)@51.39@50.3622
Sticker Capsule@0.88@0.8623999999999999
Sticker Capsule 2@26.90@26.362
Sticker | ANGE1 | Atlanta 2017@6.00@5.88
Sticker | Astralis (Holo) | Atlanta 2017@37.00@36.26
Sticker | Astralis (Holo) | Cologne 2016@38.69@37.916199999999996
Sticker | Astralis | Atlanta 2017@7.40@7.252
Sticker | Astralis | Cologne 2016@16.00@15.68
Sticker | Banana@5.00@4.9
Sticker | Basilisk@0.28@0.27440000000000003
Sticker | Black Dog@0.51@0.4998
Sticker | Blitzkrieg@2.60@2.548
Sticker | Blood Boiler@2.00@1.96
Sticker | Boom (Holo)@3.00@2.94
Sticker | Boris@0.49@0.48019999999999996
Sticker | Boris (Holo)@2.00@1.96
Sticker | Burn Them All@0.20@0.196
Sticker | Cat Call@2.00@1.96
Sticker | Cerberus@0.40@0.392
Sticker | Chabo@0.43@0.4214
Sticker | Chi Bomb@1.00@0.98
Sticker | Cloud9 (Holo) | MLG Columbus 2016@29.99@29.390199999999997
Sticker | Cloud9 G2A | Cologne 2015@4.50@4.41
Sticker | Cloud9 | Cluj-Napoca 2015@4.15@4.067
Sticker | Cloud9 | Cologne 2014@9.99@9.7902
Sticker | Cloud9 | MLG Columbus 2016@5.00@4.9
Sticker | Copenhagen Wolves (Holo) | Cologne 2014@49.99@48.9902
Sticker | Countdown (Holo)@2.00@1.96
Sticker | Counter Logic Gaming (Foil) | Cluj-Napoca 2015@25.00@24.5
Sticker | Counter Logic Gaming (Foil) | Katowice 2015@178.13@174.5674
Sticker | Crown (Foil)@1199.99@1175.9902
Sticker | Dinked@15.00@14.7
Sticker | Don't Worry (Holo)@2.00@1.96
Sticker | Dragon@1.40@1.3719999999999999
Sticker | DreamHack Winter 2014 (Foil)@74.99@73.49019999999999
Sticker | DreamHack | Cluj-Napoca 2015@16.00@15.68
Sticker | Drug War Veteran@1.00@0.98
Sticker | ESL One | Katowice 2015@12.00@11.76
Sticker | ESL | Cologne 2015@3.50@3.4299999999999997
Sticker | ESL | Cologne 2016@4.00@3.92
Sticker | Edward | Cologne 2015@5.00@4.9
Sticker | Edward | Cologne 2016@4.00@3.92
Sticker | EliGE | Cologne 2016@6.00@5.88
Sticker | EliGE | MLG Columbus 2016@5.00@4.9
Sticker | Epsilon eSports (Holo) | Cologne 2014@53.69@52.6162
Sticker | FaZe Clan (Holo) | Cologne 2016@35.69@34.9762
Sticker | FaZe Clan (Holo) | MLG Columbus 2016@20.69@20.2762
Sticker | FaZe Clan | Atlanta 2017@6.15@6.027
Sticker | FaZe Clan | Cologne 2016@10.00@9.8
Sticker | FaZe Clan | MLG Columbus 2016@2.14@2.0972
Sticker | FalleN | Cologne 2016@5.85@5.733
Sticker | Fearsome (Holo)@4.00@3.92
Sticker | Flammable (Foil)@229.99@225.3902
Sticker | Flipsid3 Tactics (Foil) | Katowice 2015@178.13@174.5674
Sticker | Flipsid3 Tactics (Holo) | Atlanta 2017@84.69@82.9962
Sticker | Flipsid3 Tactics (Holo) | Cologne 2016@39.03@38.2494
Sticker | Flipsid3 Tactics (Holo) | Katowice 2015@2000.00@1960.0
Sticker | Flipsid3 Tactics | Cluj-Napoca 2015@11.00@10.78
Sticker | Flipsid3 Tactics | MLG Columbus 2016@13.00@12.74
Sticker | Fnatic (Foil) | Atlanta 2017@144.73@141.8354
Sticker | Fnatic (Foil) | DreamHack 2014@60.00@58.8
Sticker | Fnatic (Foil) | Katowice 2015@122.46@120.01079999999999
Sticker | Fnatic (Holo) | Atlanta 2017@70.00@68.6
Sticker | Fnatic (Holo) | Cologne 2014@24.34@23.8532
Sticker | Fnatic (Holo) | DreamHack 2014@249.99@244.99020000000002
Sticker | Fnatic (Holo) | Katowice 2015@178.13@174.5674
Sticker | Fnatic (Holo) | MLG Columbus 2016@30.00@29.4
Sticker | Fnatic | Atlanta 2017@4.20@4.116
Sticker | Fnatic | Cluj-Napoca 2015@1.78@1.7444
Sticker | Fnatic | Cologne 2014@5.00@4.9
Sticker | Fnatic | Cologne 2015@1.63@1.5974
Sticker | Fnatic | Cologne 2016@6.00@5.88
Sticker | Fnatic | DreamHack 2014@16.71@16.3758
Sticker | Fnatic | MLG Columbus 2016@3.00@2.94
Sticker | G2 Esports (Foil) | MLG Columbus 2016@22.45@22.000999999999998
Sticker | G2 Esports (Holo) | Atlanta 2017@150.00@147.0
Sticker | G2 Esports | Atlanta 2017@16.00@15.68
Sticker | G2 Esports | Cologne 2016@6.70@6.566
Sticker | GODSENT (Holo) | Atlanta 2017@35.00@34.3
Sticker | GODSENT | Atlanta 2017@4.00@3.92
Sticker | Gambit Gaming (Holo) | Cologne 2016@26.69@26.156200000000002
Sticker | Gambit Gaming (Holo) | MLG Columbus 2016@16.00@15.68
Sticker | Gambit Gaming | Atlanta 2017@4.00@3.92
Sticker | Gambit Gaming | Cologne 2016@3.50@3.4299999999999997
Sticker | GeT_RiGhT (Foil) | Cologne 2016@55.00@53.9
Sticker | GeT_RiGhT | Cologne 2015@4.00@3.92
Sticker | Good Game@5.57@5.458600000000001
Sticker | Good Luck@3.00@2.94
Sticker | GuardiaN | Cologne 2015@3.80@3.7239999999999998
Sticker | GuardiaN | Cologne 2016@7.00@6.859999999999999
Sticker | Hamster Hawk@12.00@11.76
Sticker | Happy | Cluj-Napoca 2015@5.00@4.9
Sticker | Happy | Cologne 2015@2.31@2.2638
Sticker | Hard Cluck Life (Holo)@1.20@1.176
Sticker | Have Fun@1.10@1.078
Sticker | Headhunter (Foil)@42.30@41.45399999999999
Sticker | Headshot Guarantee@0.91@0.8918
Sticker | HellRaisers (Foil) | Katowice 2015@144.73@141.8354
Sticker | HellRaisers (Holo) | Cologne 2014@44.99@44.0902
Sticker | HellRaisers | Atlanta 2017@16.00@15.68
Sticker | HellRaisers | DreamHack 2014@45.00@44.1
Sticker | Hiko | Cologne 2016@1.69@1.6562
Sticker | Hippocamp@0.20@0.196
Sticker | Hippocamp (Holo)@1.80@1.764
Sticker | Hostage Rescue@2.00@1.96
Sticker | Ivette@0.80@0.784
Sticker | Ivette (Holo)@8.00@7.84
Sticker | JW | Cluj-Napoca 2015@2.60@2.548
Sticker | JW | Cologne 2016@4.00@3.92
Sticker | Jack@1.00@0.98
Sticker | Jack (Holo)@6.00@5.88
Sticker | Joan (Holo)@2.00@1.96
Sticker | KRIMZ | Cologne 2015@0.97@0.9506
Sticker | Kawaii Killer Terrorist@1.00@0.98
Sticker | Keyd Stars (Holo) | Katowice 2015@1300.00@1274.0
Sticker | Kimberly (Holo)@5.00@4.9
Sticker | LGB eSports (Holo) | Katowice 2015@668.01@654.6498
Sticker | London Conspiracy (Holo) | Cologne 2014@108.00@105.84
Sticker | Luck Skill@0.35@0.34299999999999997
Sticker | Luminosity Gaming (Holo) | MLG Columbus 2016@79.33@77.7434
Sticker | Luminosity Gaming | MLG Columbus 2016@14.00@13.719999999999999
Sticker | MLG | MLG Columbus 2016@10.00@9.8
Sticker | MTS GameGod Wolf (Holo) | Cologne 2014@55.69@54.5762
Sticker | MTS GameGod Wolf | Cologne 2014@4.19@4.1062
Sticker | Maikelele (Foil) | Cologne 2015@20.00@19.6
Sticker | Manticore (Holo)@2.00@1.96
Sticker | Martha (Holo)@1.80@1.764
Sticker | Max@0.45@0.441
Sticker | Max (Holo)@3.00@2.94
Sticker | Merietta@0.50@0.49
Sticker | Merietta (Holo)@2.00@1.96
Sticker | Metal@0.80@0.784
Sticker | Move It@0.20@0.196
Sticker | My Little Friend@2.00@1.96
Sticker | NBK- | Cologne 2015@1.09@1.0682
Sticker | NEO | Cologne 2015@4.00@3.92
Sticker | Natus Vincere (Foil) | Cologne 2016@27.00@26.46
Sticker | Natus Vincere (Foil) | DreamHack 2014@77.93@76.37140000000001
Sticker | Natus Vincere (Holo) | Atlanta 2017@40.00@39.2
Sticker | Natus Vincere (Holo) | Cologne 2014@54.99@53.8902
Sticker | Natus Vincere (Holo) | Cologne 2016@29.09@28.5082
Sticker | Natus Vincere (Holo) | DreamHack 2014@209.69@205.4962
Sticker | Natus Vincere (Holo) | Katowice 2015@500.00@490.0
Sticker | Natus Vincere (Holo) | MLG Columbus 2016@18.40@18.032
Sticker | Natus Vincere | Cluj-Napoca 2015@2.51@2.4597999999999995
Sticker | Natus Vincere | Cologne 2015@7.00@6.859999999999999
Sticker | Natus Vincere | Cologne 2016@8.00@7.84
Sticker | Natus Vincere | Katowice 2015@19.39@19.002200000000002
Sticker | Natus Vincere | MLG Columbus 2016@2.50@2.45
Sticker | Nelu the Bear@2.00@1.96
Sticker | Ninjas in Pyjamas  | Katowice 2015@10.58@10.3684
Sticker | Ninjas in Pyjamas (Foil) | Cologne 2016@34.69@33.996199999999995
Sticker | Ninjas in Pyjamas (Foil) | DreamHack 2014@90.43@88.62140000000001
Sticker | Ninjas in Pyjamas (Foil) | Katowice 2015@74.59@73.0982
Sticker | Ninjas in Pyjamas (Holo) | Cologne 2014@27.00@26.46
Sticker | Ninjas in Pyjamas (Holo) | Cologne 2016@11.69@11.456199999999999
Sticker | Ninjas in Pyjamas (Holo) | DreamHack 2014@105.00@102.89999999999999
Sticker | Ninjas in Pyjamas (Holo) | Katowice 2014@3000.00@2940.0
Sticker | Ninjas in Pyjamas | Cluj-Napoca 2015@1.89@1.8521999999999998
Sticker | Ninjas in Pyjamas | Cologne 2014@5.00@4.9
Sticker | Ninjas in Pyjamas | DreamHack 2014@14.00@13.719999999999999
Sticker | North | Atlanta 2017@3.80@3.7239999999999998
Sticker | OpTic Gaming (Holo) | Cologne 2016@19.99@19.5902
Sticker | OpTic Gaming | Cologne 2016@4.60@4.508
Sticker | Pandamonium@3.00@2.94
Sticker | Pegasus (Holo)@5.00@4.9
Sticker | Perry@0.25@0.245
Sticker | Planetkey Dynamics | DreamHack 2014@44.99@44.0902
Sticker | Queen Of Pain@2.00@1.96
Sticker | Reason Gaming (Holo) | Katowice 2014@50100.21@49098.205799999996
Sticker | Rekt (Holo)@4.00@3.92
Sticker | Rising Skull@3.00@2.94
Sticker | RpK (Foil) | MLG Columbus 2016@9.00@8.82
Sticker | RpK | Cluj-Napoca 2015@10.00@9.8
Sticker | SK Gaming (Holo) | Atlanta 2017@74.99@73.49019999999999
Sticker | SK Gaming | Cologne 2016@6.00@5.88
Sticker | Shave Master@3.00@2.94
Sticker | Sherry@0.90@0.882
Sticker | Sherry (Holo)@6.00@5.88
Sticker | Shooting Star Return@1.90@1.8619999999999999
Sticker | Skull Lil Boney@0.42@0.41159999999999997
Sticker | SmithZz | Atlanta 2017@4.00@3.92
Sticker | Snax | Cologne 2015@2.62@2.5676
Sticker | Sphinx@0.25@0.245
Sticker | Sphinx (Holo)@2.00@1.96
Sticker | Stan@0.41@0.4018
Sticker | Stan (Holo)@6.00@5.88
Sticker | Stay Frosty@2.00@1.96
Sticker | Support@1.00@0.98
Sticker | Swag (Foil)@133.59@130.9182
Sticker | T On Cat@1.00@0.98
Sticker | TACO | MLG Columbus 2016@4.00@3.92
Sticker | TSM Kinguin (Holo) | Katowice 2015@109.99@107.7902
Sticker | Tamara (Holo)@8.00@7.84
Sticker | Team Dignitas (Foil) | Cologne 2016@108.76@106.5848
Sticker | Team Dignitas (Holo) | Cologne 2014@924.08@905.5984
Sticker | Team Dignitas | Cluj-Napoca 2015@19.77@19.3746
Sticker | Team Dignitas | Cologne 2014@39.99@39.190200000000004
Sticker | Team EnVyUs (Foil) | Cluj-Napoca 2015@17.00@16.66
Sticker | Team EnVyUs (Holo) | Atlanta 2017@90.00@88.2
Sticker | Team EnVyUs (Holo) | Katowice 2015@111.33@109.1034
Sticker | Team EnVyUs | Atlanta 2017@11.00@10.78
Sticker | Team EnVyUs | Cluj-Napoca 2015@5.00@4.9
Sticker | Team EnVyUs | Cologne 2015@1.93@1.8914
Sticker | Team EnVyUs | Cologne 2016@4.00@3.92
Sticker | Team EnVyUs | Katowice 2015@12.00@11.76
Sticker | Team EnVyUs | MLG Columbus 2016@7.00@6.859999999999999
Sticker | Team Kinguin | Cologne 2015@2.84@2.7832
Sticker | Team LDLC.com | DreamHack 2014@50.00@49.0
Sticker | Team LDLC.com | Katowice 2014@3500.00@3430.0
Sticker | Team Liquid (Foil) | MLG Columbus 2016@54.99@53.8902
Sticker | Team Liquid (Holo) | MLG Columbus 2016@44.53@43.6394
Sticker | Team Liquid | Atlanta 2017@24.00@23.52
Sticker | Team Liquid | Cluj-Napoca 2015@3.89@3.8122000000000003
Sticker | Team Liquid | MLG Columbus 2016@11.00@10.78
Sticker | Team SoloMid | Cluj-Napoca 2015@2.00@1.96
Sticker | Team SoloMid | Cologne 2015@1.90@1.8619999999999999
Sticker | Team eBettle (Foil) | Cologne 2015@6.00@5.88
Sticker | The 'Nader@0.18@0.1764
Sticker | The Awper@2.00@1.96
Sticker | The Leader@0.33@0.3234
Sticker | The Spartan@0.42@0.41159999999999997
Sticker | Thug Life@2.00@1.96
Sticker | Till Death Do Us Part@2.00@1.96
Sticker | Titan (Foil) | Katowice 2015@370.00@362.59999999999997
Sticker | Titan (Holo) | Cologne 2014@139.99@137.1902
Sticker | Titan | Katowice 2014@7000.00@6860.0
Sticker | Trick Or Treat@1.00@0.98
Sticker | Viggo (Holo)@4.00@3.92
Sticker | Virtus.Pro (Holo) | Atlanta 2017@39.19@38.4062
Sticker | Virtus.Pro (Holo) | Cologne 2014@39.69@38.8962
Sticker | Virtus.Pro (Holo) | DreamHack 2014@169.99@166.5902
Sticker | Virtus.Pro | Atlanta 2017@11.00@10.78
Sticker | Virtus.Pro | Cluj-Napoca 2015@2.46@2.4108
Sticker | Virtus.Pro | Cologne 2014@4.93@4.8313999999999995
Sticker | Virtus.Pro | Cologne 2015@6.00@5.88
Sticker | Virtus.Pro | DreamHack 2014@18.00@17.64
Sticker | Virtus.pro (Holo) | Katowice 2015@250.00@245.0
Sticker | Vox Eminor  | Katowice 2015@94.63@92.7374
Sticker | Vox Eminor (Foil) | Katowice 2015@299.99@293.9902
Sticker | Vox Eminor | Cologne 2014@25.00@24.5
Sticker | Windy Walking Club@2.00@1.96
Sticker | Winged Defuser@1670.01@1636.6098
Sticker | Witchcraft@2.00@1.96
Sticker | WorldEdit (Foil) | Cologne 2015@24.00@23.52
Sticker | WorldEdit | Cologne 2015@15.00@14.7
Sticker | Xizt (Foil) | MLG Columbus 2016@10.00@9.8
Sticker | Xizt | Cluj-Napoca 2015@1.65@1.617
Sticker | Xyp9x | Cluj-Napoca 2015@5.00@4.9
Sticker | Xyp9x | MLG Columbus 2016@5.00@4.9
Sticker | Zeus (Foil) | Atlanta 2017@50.09@49.0882
Sticker | Zeus | Cluj-Napoca 2015@2.97@2.9106
Sticker | Zeus | Cologne 2015@6.00@5.88
Sticker | adreN | Cluj-Napoca 2015@4.00@3.92
Sticker | aizy | Cologne 2016@8.00@7.84
Sticker | apEX | Cologne 2015@2.06@2.0188
Sticker | byali | Atlanta 2017@5.00@4.9
Sticker | coldzera | Cluj-Napoca 2015@11.00@10.78
Sticker | coldzera | Cologne 2016@7.00@6.859999999999999
Sticker | dAT team (Holo) | Cologne 2014@129.99@127.39020000000001
Sticker | dennis (Foil) | Atlanta 2017@63.00@61.74
Sticker | dennis | Cologne 2015@3.00@2.94
Sticker | dennis | MLG Columbus 2016@2.00@1.96
Sticker | device | Cluj-Napoca 2015@10.00@9.8
Sticker | dupreeh | Atlanta 2017@11.00@10.78
Sticker | f0rest | Cologne 2015@4.00@3.92
Sticker | flamie | Cluj-Napoca 2015@2.14@2.0972
Sticker | flamie | MLG Columbus 2016@1.70@1.666
Sticker | flusha (Foil) | Atlanta 2017@33.39@32.7222
Sticker | fox | MLG Columbus 2016@6.00@5.88
Sticker | freakazoid | Cluj-Napoca 2015@8.00@7.84
Sticker | iBUYPOWER (Holo) | Cologne 2014@295.00@289.1
Sticker | iBUYPOWER | Cologne 2014@55.00@53.9
Sticker | iBUYPOWER | DreamHack 2014@149.99@146.99020000000002
Sticker | jdm64 | Atlanta 2017@13.00@12.74
Sticker | jdm64 | Cologne 2016@1.80@1.764
Sticker | k0nfig | Cologne 2016@6.52@6.3896
Sticker | karrigan | Atlanta 2017@15.00@14.7
Sticker | kioShiMa | Cluj-Napoca 2015@1.30@1.274
Sticker | kioShiMa | Cologne 2015@0.94@0.9211999999999999
Sticker | mou | Atlanta 2017@6.00@5.88
Sticker | mousesports | Atlanta 2017@18.00@17.64
Sticker | mousesports | Cluj-Napoca 2015@8.00@7.84
Sticker | mousesports | Cologne 2015@3.45@3.3810000000000002
Sticker | mousesports | MLG Columbus 2016@7.00@6.859999999999999
Sticker | n0thing | Cluj-Napoca 2015@10.00@9.8
Sticker | n0thing | Cologne 2015@2.26@2.2148
Sticker | nitr0 | Atlanta 2017@15.00@14.7
Sticker | nitr0 | Cologne 2016@2.00@1.96
Sticker | nitr0 | MLG Columbus 2016@3.00@2.94
Sticker | olofmeister | Cologne 2015@4.00@3.92
Sticker | olofmeister | Cologne 2016@6.00@5.88
Sticker | pashaBiceps (Foil) | Cologne 2015@21.92@21.4816
Sticker | pashaBiceps | Atlanta 2017@6.00@5.88
Sticker | pronax | Cologne 2015@0.89@0.8722
Sticker | pyth (Foil) | MLG Columbus 2016@10.00@9.8
Sticker | pyth | MLG Columbus 2016@1.20@1.176
Sticker | rain | Cologne 2016@37.00@36.26
Sticker | s1mple | Atlanta 2017@70.00@68.6
Sticker | seized | Cluj-Napoca 2015@5.00@4.9
Sticker | seized | Cologne 2015@2.00@1.96
Sticker | seized | Cologne 2016@4.00@3.92
Sticker | stanislaw (Foil) | Atlanta 2017@44.53@43.6394
Sticker | steel | Cologne 2015@5.00@4.9
Tactics Pin@3.90@3.822
Team Roles Capsule@0.88@0.8623999999999999
Tec-9 | Avalanche (Battle-Scarred)@0.45@0.441
Tec-9 | Avalanche (Factory New)@25.00@24.5
Tec-9 | Avalanche (Field-Tested)@1.70@1.666
Tec-9 | Avalanche (Minimal Wear)@1.63@1.5974
Tec-9 | Avalanche (Well-Worn)@0.72@0.7056
Tec-9 | Bamboo Forest (Factory New)@8.00@7.84
Tec-9 | Bamboo Forest (Field-Tested)@2.75@2.695
Tec-9 | Bamboo Forest (Minimal Wear)@5.00@4.9
Tec-9 | Bamboo Forest (Well-Worn)@2.50@2.45
Tec-9 | Brass (Well-Worn)@1.32@1.2936
Tec-9 | Fuel Injector (Battle-Scarred)@2.32@2.2735999999999996
Tec-9 | Fuel Injector (Field-Tested)@6.00@5.88
Tec-9 | Fuel Injector (Well-Worn)@2.50@2.45
Tec-9 | Groundwater (Factory New)@0.40@0.392
Tec-9 | Ice Cap (Factory New)@0.50@0.49
Tec-9 | Ice Cap (Field-Tested)@0.26@0.2548
Tec-9 | Ice Cap (Minimal Wear)@1.00@0.98
Tec-9 | Isaac (Field-Tested)@1.71@1.6758
Tec-9 | Jambiya (Factory New)@0.85@0.833
Tec-9 | Jambiya (Minimal Wear)@0.90@0.882
Tec-9 | Nuclear Threat (Battle-Scarred)@22.00@21.56
Tec-9 | Nuclear Threat (Minimal Wear)@90.00@88.2
Tec-9 | Re-Entry (Well-Worn)@0.36@0.3528
Tec-9 | Red Quartz (Factory New)@12.00@11.76
Tec-9 | Red Quartz (Field-Tested)@0.50@0.49
Tec-9 | Red Quartz (Minimal Wear)@0.18@0.1764
Tec-9 | Sandstorm (Field-Tested)@0.25@0.245
Tec-9 | Sandstorm (Minimal Wear)@1.39@1.3621999999999999
Tec-9 | Terrace (Minimal Wear)@119.99@117.5902
Tec-9 | Tornado (Factory New)@47.19@46.246199999999995
Tec-9 | Toxic (Field-Tested)@7.00@6.859999999999999
Tec-9 | VariCamo (Factory New)@0.29@0.28419999999999995
Tec-9 | VariCamo (Field-Tested)@0.30@0.294
Tec-9 | VariCamo (Minimal Wear)@0.18@0.1764
Train Pin@4.95@4.851
UMP-45 | Blaze (Factory New)@20.99@20.5702
UMP-45 | Briefing (Factory New)@12.00@11.76
UMP-45 | Briefing (Field-Tested)@0.20@0.196
UMP-45 | Briefing (Minimal Wear)@0.49@0.48019999999999996
UMP-45 | Carbon Fiber (Factory New)@0.19@0.1862
UMP-45 | Carbon Fiber (Minimal Wear)@0.54@0.5292
UMP-45 | Corporal (Field-Tested)@0.19@0.1862
UMP-45 | Corporal (Minimal Wear)@0.59@0.5781999999999999
UMP-45 | Grand Prix (Field-Tested)@0.59@0.5781999999999999
UMP-45 | Gunsmoke (Battle-Scarred)@0.10@0.098
UMP-45 | Gunsmoke (Field-Tested)@0.26@0.2548
UMP-45 | Gunsmoke (Minimal Wear)@0.38@0.3724
UMP-45 | Indigo (Battle-Scarred)@1.44@1.4112
UMP-45 | Indigo (Field-Tested)@3.00@2.94
UMP-45 | Labyrinth (Factory New)@0.59@0.5781999999999999
UMP-45 | Labyrinth (Minimal Wear)@0.36@0.3528
UMP-45 | Primal Saber (Factory New)@14.99@14.6902
UMP-45 | Primal Saber (Field-Tested)@4.70@4.606
UMP-45 | Primal Saber (Minimal Wear)@10.00@9.8
UMP-45 | Riot (Field-Tested)@0.20@0.196
UMP-45 | Riot (Minimal Wear)@0.29@0.28419999999999995
UMP-45 | Scorched (Minimal Wear)@0.79@0.7742
UMP-45 | Urban DDPAT (Factory New)@0.40@0.392
USP-S | Blood Tiger (Factory New)@2.92@2.8615999999999997
USP-S | Business Class (Minimal Wear)@34.99@34.2902
USP-S | Cyrex (Battle-Scarred)@0.89@0.8722
USP-S | Cyrex (Factory New)@3.75@3.675
USP-S | Cyrex (Field-Tested)@1.19@1.1662
USP-S | Cyrex (Minimal Wear)@1.95@1.911
USP-S | Forest Leaves (Field-Tested)@0.30@0.294
USP-S | Forest Leaves (Minimal Wear)@0.50@0.49
USP-S | Forest Leaves (Well-Worn)@0.49@0.48019999999999996
USP-S | Guardian (Factory New)@4.79@4.6942
USP-S | Guardian (Field-Tested)@2.64@2.5872
USP-S | Guardian (Minimal Wear)@4.16@4.0768
USP-S | Kill Confirmed (Battle-Scarred)@35.00@34.3
USP-S | Kill Confirmed (Field-Tested)@44.28@43.3944
USP-S | Kill Confirmed (Minimal Wear)@104.90@102.802
USP-S | Kill Confirmed (Well-Worn)@37.00@36.26
USP-S | Lead Conduit (Battle-Scarred)@0.79@0.7742
USP-S | Lead Conduit (Factory New)@6.00@5.88
USP-S | Lead Conduit (Field-Tested)@0.43@0.4214
USP-S | Lead Conduit (Minimal Wear)@0.51@0.4998
USP-S | Lead Conduit (Well-Worn)@0.79@0.7742
USP-S | Night Ops (Battle-Scarred)@0.56@0.5488000000000001
USP-S | Night Ops (Factory New)@2.00@1.96
USP-S | Night Ops (Field-Tested)@0.43@0.4214
USP-S | Night Ops (Minimal Wear)@0.90@0.882
USP-S | Night Ops (Well-Worn)@0.51@0.4998
USP-S | Orion (Factory New)@60.00@58.8
USP-S | Overgrowth (Field-Tested)@24.00@23.52
USP-S | Overgrowth (Minimal Wear)@27.00@26.46
USP-S | Para Green (Field-Tested)@11.00@10.78
USP-S | Para Green (Minimal Wear)@7.00@6.859999999999999
USP-S | Royal Blue (Field-Tested)@10.99@10.7702
USP-S | Serum (Field-Tested)@31.99@31.350199999999997
USP-S | Stainless (Battle-Scarred)@6.40@6.272
USP-S | Stainless (Field-Tested)@7.90@7.742
USP-S | Stainless (Minimal Wear)@8.99@8.8102
USP-S | Torque (Factory New)@1.56@1.5288
USP-S | Torque (Field-Tested)@1.25@1.225
USP-S | Torque (Minimal Wear)@1.07@1.0486
USP-S | Torque (Well-Worn)@0.87@0.8526
Victory Pin@7.00@6.859999999999999
Winter Offensive Case Key@9.11@8.9278
Winter Offensive Weapon Case@6.99@6.8502
XM1014 | Black Tie (Factory New)@15.00@14.7
XM1014 | Black Tie (Field-Tested)@0.36@0.3528
XM1014 | Blue Steel (Battle-Scarred)@0.28@0.27440000000000003
XM1014 | Blue Steel (Factory New)@0.50@0.49
XM1014 | Blue Steel (Field-Tested)@0.10@0.098
XM1014 | Blue Steel (Minimal Wear)@0.11@0.10779999999999999
XM1014 | Blue Steel (Well-Worn)@0.24@0.2352
XM1014 | CaliCamo (Battle-Scarred)@0.26@0.2548
XM1014 | CaliCamo (Factory New)@0.25@0.245
XM1014 | CaliCamo (Field-Tested)@0.30@0.294
XM1014 | CaliCamo (Minimal Wear)@0.10@0.098
XM1014 | Heaven Guard (Factory New)@30.00@29.4
XM1014 | Heaven Guard (Minimal Wear)@9.12@8.9376
XM1014 | Quicksilver (Battle-Scarred)@0.59@0.5781999999999999
XM1014 | Quicksilver (Factory New)@4.00@3.92
XM1014 | Quicksilver (Field-Tested)@0.15@0.147
XM1014 | Red Python (Minimal Wear)@3.00@2.94
XM1014 | Scumbria (Battle-Scarred)@0.11@0.10779999999999999
XM1014 | Scumbria (Factory New)@8.00@7.84
XM1014 | Scumbria (Field-Tested)@0.34@0.3332
